Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas;,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNDP,United Nations Development Programme,UN Agency,Communication/Mobilisation sociale,Coordination,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Prise en charge clinique et psycologique,"Support rural radio in N'Zérékoré area. Inform and guide professional mediaCommunication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Membre des commissions préfectorales de coordination des régions de Nzérékoré (Dr Kissi Lanciné), Labé (Dr Sow) et Kankan (Dr Awa Makanera C)",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Logistique,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNHCR,United Nations High Commissioner for Refugee,UN Agency,Communication/Mobilisation sociale,prévention Ebola dans les camps de refugies de Kouankan 1 et 2,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Prise en charge clinique et psycologique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Logistique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communicationand the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Appui aux structures de sante,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNOPS,United Nations Office for Project Services,UN Agency,Rélevement precoce et Resilience,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNOPS,United Nations Office for Project Services,UN Agency,Sécurité,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals; transport and storage of medical equipment, telecommunications supportPrise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination processoordination",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Mali,GIN006004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Mali,GIN006004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Mamou,GIN007,Mamou,GIN007002,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Mandiana,GIN004004,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,Support sensitization activities/radio broadcasting,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,ALIMA,Alliance for International Medical Action,International NGO,Prise en charge clinique et psycologique,ALIMA va gérer le CTE de N'zérékoré pour une capacité de 40 lits (Ce projet financé par ECHO).,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,"Communication et sensibilisation, distribution de kits, distribution de biens alimentaires, distribution de kits PPE, campagne de sensibilisation par SMS, spot radio en collaboration avec cellule nationale de coordination.",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,PLAN,PLAN,International Organization,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNDP,United Nations Development Programme,UN Agency,Communication/Mobilisation sociale,Coordination,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Coordination,Communication,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNICEF,United Nations Children's Fund,UN Agency,Prise en charge clinique et psycologique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNICEF,United Nations Children's Fund,UN Agency,Logistique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNICEF,United Nations Children's Fund,UN Agency,Appui aux structures de sante,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNOPS,United Nations Office for Project Services,UN Agency,Rélevement precoce et Resilience,Early recovery,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNOPS,United Nations Office for Project Services,UN Agency,Sécurité,Renforcement Security,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,MoH,Ministry of Health,Goverment,Coordination,,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WHO,World Health Organization,UN Agency,Coordination,  Coordination,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,MoH,Ministry of Health,Goverment,Coordination,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,Support sensitization activities/radio broadcasting,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,Contacts tracing,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,"Distribution of handwashing, chlorine, saop to health structures and schools",,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNDP,United Nations Development Programme,UN Agency,Communication/Mobilisation sociale,Coordination,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,WHO,World Health Organization,UN Agency,Coordination,,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MoH,Ministry of Health,Goverment,Coordination,Coordination,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique,Prise en charge medicale,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MSF,Medecins sans Frontieres,International NGO,Coordination,Coordination,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MSF,Medecins sans Frontieres,International NGO,Prise en charge clinique et psycologique,Prise en charge medicale,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,MSF,Medecins sans Frontieres,International NGO,Surveillance epidemiologique,Surveillance de l’épidémie,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,UNFPA,United Nations Population Fund,UN Agency,Assistance a la population affectée par l'epidemie,,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,Mise a disposition de kits d'hygiène de sensibilisation,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Prise en charge psychosociale   Coordination",,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,WHO,World Health Organization,UN Agency,Coordination,  Coordination,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,PLAN,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,PLAN,PLAN,International Organization,Surveillance epidemiologique,Communication/Sensibilisaiton,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNDP,United Nations Development Programme,UN Agency,Communication/Mobilisation sociale,Coordination,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNICEF,United Nations Children's Fund,UN Agency,Prise en charge clinique et psycologique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesAccess to basic health servicesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.CommunicationPrise en charge psychosociale",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNICEF,United Nations Children's Fund,UN Agency,Logistique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.CommunicationPrevent outbreaks",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,UNICEF,United Nations Children's Fund,UN Agency,Appui aux structures de sante,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Liberia,Gbarpolu,LBR03,Bokomu,LBR0302,,Samaritan's Purse,Samaritan's Purse,International Organization,Agricultural inputs,,,,,
Liberia,Gbarpolu,LBR03,Bokomu,LBR0302,,Samaritan's Purse,Samaritan's Purse,International Organization,Training,,,,,
Liberia,Gbarpolu,LBR03,Bokomu,LBR0302,,Samaritan's Purse,Samaritan's Purse,International Organization,Cash,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,CAI,Concern Aid international,International NGO,Cash,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,CAI,Concern Aid international,International NGO,Training,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,Samaritan's Purse,Samaritan's Purse,International Organization,Agricultural inputs,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,Samaritan's Purse,Samaritan's Purse,International Organization,Training,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,Samaritan's Purse,Samaritan's Purse,International Organization,Cash,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Gbarpolu,LBR03,Bopolu,LBR0303,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Montserrado,LBR11,Careysburg,LBR1101,,CAI,Concern Aid international,International NGO,Cash,,,,,
Liberia,Montserrado,LBR11,Careysburg,LBR1101,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Montserrado,LBR11,Careysburg,LBR1101,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Montserrado,LBR11,Careysburg,LBR1101,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Montserrado,LBR11,Commonwealth1,#N/A,,CAI,Concern Aid international,International NGO,Training,,,,,
Liberia,Grand Bassa,LBR04,District # 1,#N/A,,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,Doe,#N/A,,CRS,Catholic Relief Services,International NGO,Logistics,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,Making Change,Making Change,International Organization,Case Management,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,Making Change,Making Change,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,MSF-CH,Medecins sans Frontieres Switzerland,International NGO,Case Management,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,MSF-CH,Medecins sans Frontieres Switzerland,International NGO,ETC + Triage,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,MSF-CH,Medecins sans Frontieres Switzerland,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,River Ghee,LBR13,Foya,LBR0801,,PLAN,PLAN,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,Foya,LBR0801,,WFP,World Food Programme,UN Agency,Air transportation,,,,,
Liberia,Grand Cape Mount,LBR05,Garwula,LBR0501,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Grand Cape Mount,LBR05,Garwula,LBR0501,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Grand Cape Mount,LBR05,Garwula,LBR0501,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Gbarpolu,LBR03,Gbarma,LBR0304,,Samaritan's Purse,Samaritan's Purse,International Organization,Agricultural inputs,,,,,
Liberia,Gbarpolu,LBR03,Gbarma,LBR0304,,Samaritan's Purse,Samaritan's Purse,International Organization,Training,,,,,
Liberia,Gbarpolu,LBR03,Gbarma,LBR0304,,Samaritan's Purse,Samaritan's Purse,International Organization,Cash,,,,,
Liberia,Margibi,LBR09,Gibi,LBR0902,,Living Water International,Living Water International,International Organization,Social Mobilisation,,,,,
Liberia,Margibi,LBR09,Gibi,LBR0902,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Margibi,LBR09,Gibi,LBR0902,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Margibi,LBR09,Gibi,LBR0902,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,CRS,Catholic Relief Services,International NGO,Logistics,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,CRS,Catholic Relief Services,International NGO,Social Mobilisation/Education,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,ilab,iLab,National Organization,Case Management,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,ilab,iLab,National Organization,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,Making Change,Making Change,International Organization,Case Management,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,Making Change,Making Change,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MoH,Ministry of Health,Goverment,ETC + Triage,,,,,
